,,Season,Seed,Team,Team_Name,Slot,StrongSeed,DayZero,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2012-X16b,2012-X16,2012,X16b,1436,Vermont,X16,0,10/31/2011,135,1,71,0,59,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17
2012-Y01,2012-R1Y1,2012,Y01,1246,Kentucky,R1Y1,1,10/31/2011,136,1,81,0,66,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19
2012-Y02,2012-R1Y2,2012,Y02,1181,Duke,R1Y2,1,10/31/2011,137,0,75,1,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26
2012-Y03,2012-R1Y3,2012,Y03,1124,Baylor,R1Y3,1,10/31/2011,136,1,68,0,60,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17
2012-Y04,2012-R1Y4,2012,Y04,1231,Indiana,R1Y4,1,10/31/2011,136,1,79,0,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
2012-Y05,2012-R1Y5,2012,Y05,1455,Wichita St,R1Y5,1,10/31/2011,136,0,62,1,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2012-Y06,2012-R1Y6,2012,Y06,1424,UNLV,R1Y6,1,10/31/2011,136,0,68,1,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
2012-Y07,2012-R1Y7,2012,Y07,1323,Notre Dame,R1Y7,1,10/31/2011,137,0,67,1,63,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
2012-Y08,2012-R1Y8,2012,Y08,1235,Iowa St,R1Y8,1,10/31/2011,136,1,77,0,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17
2012-Y09,2012-R1Y8,2012,Y09,1163,Connecticut,R1Y8,0,10/31/2011,136,0,77,1,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17
2012-Y10,2012-R1Y7,2012,Y10,1462,Xavier,R1Y7,0,10/31/2011,137,1,67,0,63,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
2012-Y11,2012-R1Y6,2012,Y11,1160,Colorado,R1Y6,0,10/31/2011,136,1,68,0,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
2012-Y12,2012-R1Y5,2012,Y12,1433,VA Commonwealth,R1Y5,0,10/31/2011,136,1,62,0,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2012-Y13,2012-R1Y4,2012,Y13,1308,New Mexico St,R1Y4,0,10/31/2011,136,0,79,1,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
2012-Y14,2012-R1Y3,2012,Y14,1355,S Dakota St,R1Y3,0,10/31/2011,136,0,68,1,60,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17
2012-Y15,2012-R1Y2,2012,Y15,1250,Lehigh,R1Y2,0,10/31/2011,137,1,75,0,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26
2012-Y16a,2012-Y16,2012,Y16a,1290,MS Valley St,Y16,1,10/31/2011,134,0,59,1,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
2012-Y16b,2012-Y16,2012,Y16b,1443,WKU,Y16,0,10/31/2011,134,1,59,0,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
2012-Z01,2012-R1Z1,2012,Z01,1277,Michigan St,R1Z1,1,10/31/2011,137,1,89,0,67,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10
2012-Z02,2012-R1Z2,2012,Z02,1281,Missouri,R1Z2,1,10/31/2011,137,0,86,1,84,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19
2012-Z03,2012-R1Z3,2012,Z03,1266,Marquette,R1Z3,1,10/31/2011,136,1,88,0,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22
2012-Z04,2012-R1Z4,2012,Z04,1257,Louisville,R1Z4,1,10/31/2011,136,1,69,0,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23
2012-Z05,2012-R1Z5,2012,Z05,1307,New Mexico,R1Z5,1,10/31/2011,136,1,75,0,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2012-Z06,2012-R1Z6,2012,Z06,1293,Murray St,R1Z6,1,10/31/2011,136,1,58,0,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2012-Z07,2012-R1Z7,2012,Z07,1196,Florida,R1Z7,1,10/31/2011,137,1,71,0,45,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15
2012-Z08,2012-R1Z8,2012,Z08,1272,Memphis,R1Z8,1,10/31/2011,137,0,61,1,54,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17
2012-Z09,2012-R1Z8,2012,Z09,1387,St Louis,R1Z8,0,10/31/2011,137,1,61,0,54,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17
2012-Z10,2012-R1Z7,2012,Z10,1438,Virginia,R1Z7,0,10/31/2011,137,0,71,1,45,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15
2012-Z11,2012-R1Z6,2012,Z11,1161,Colorado St,R1Z6,0,10/31/2011,136,0,58,1,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2012-Z12,2012-R1Z5,2012,Z12,1253,Long Beach St,R1Z5,0,10/31/2011,136,0,75,1,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2012-Z13,2012-R1Z4,2012,Z13,1172,Davidson,R1Z4,0,10/31/2011,136,0,69,1,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23
2012-Z14a,2012-Z14,2012,Z14a,1140,BYU,Z14,1,10/31/2011,134,1,78,0,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2012-Z14b,2012-Z14,2012,Z14b,1233,Iona,Z14,0,10/31/2011,134,0,78,1,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2012-Z15,2012-R1Z2,2012,Z15,1313,Norfolk St,R1Z2,0,10/31/2011,137,1,86,0,84,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19
2012-Z16,2012-R1Z1,2012,Z16,1254,Long Island,R1Z1,0,10/31/2011,137,0,89,1,67,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10
2013-W01,2013-R1W1,2013,W01,1231,Indiana,R1W1,1,11/5/2012,137,1,83,0,62,N,0,29,55,9,23,16,21,12,26,17,9,3,3,8,26,62,8,20,2,4,11,17,7,10,1,3,21
2013-W02,2013-R1W2,2013,W02,1274,Miami FL,R1W2,1,11/5/2012,137,1,78,0,49,N,0,24,52,12,22,18,21,10,31,12,11,7,4,14,18,54,9,26,4,11,10,18,9,14,2,1,16
2013-W03,2013-R1W3,2013,W03,1266,Marquette,R1W3,1,11/5/2012,136,1,59,0,58,N,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17
2013-W04,2013-R1W4,2013,W04,1393,Syracuse,R1W4,1,11/5/2012,136,1,81,0,34,N,0,27,52,5,11,22,31,8,32,21,8,12,5,8,11,54,4,31,8,12,11,22,5,17,5,6,22
2013-W05,2013-R1W5,2013,W05,1424,UNLV,R1W5,1,11/5/2012,136,0,64,1,61,N,0,26,59,5,11,7,16,8,33,18,11,7,5,19,19,59,6,20,17,26,12,30,11,12,3,6,20
2013-W06,2013-R1W6,2013,W06,1139,Butler,R1W6,1,11/5/2012,136,1,68,0,56,N,0,20,55,3,17,25,28,10,31,8,5,6,3,12,23,62,5,16,5,8,9,28,13,9,0,4,20
2013-W07,2013-R1W7,2013,W07,1228,Illinois,R1W7,1,11/5/2012,137,1,57,0,49,N,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20
2013-W08,2013-R1W8,2013,W08,1301,NC State,R1W8,1,11/5/2012,137,0,76,1,72,N,0,24,50,7,18,21,33,4,20,13,5,5,4,15,29,52,4,13,10,16,7,27,14,13,3,2,24
2013-W09,2013-R1W8,2013,W09,1396,Temple,R1W8,0,11/5/2012,137,1,76,0,72,N,0,24,50,7,18,21,33,4,20,13,5,5,4,15,29,52,4,13,10,16,7,27,14,13,3,2,24
2013-W10,2013-R1W7,2013,W10,1160,Colorado,R1W7,0,11/5/2012,137,0,57,1,49,N,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20
2013-W11,2013-R1W6,2013,W11,1137,Bucknell,R1W6,0,11/5/2012,136,0,68,1,56,N,0,20,55,3,17,25,28,10,31,8,5,6,3,12,23,62,5,16,5,8,9,28,13,9,0,4,20
2013-W12,2013-R1W5,2013,W12,1143,California,R1W5,0,11/5/2012,136,1,64,0,61,N,0,26,59,5,11,7,16,8,33,18,11,7,5,19,19,59,6,20,17,26,12,30,11,12,3,6,20
2013-W13,2013-R1W4,2013,W13,1285,Montana,R1W4,0,11/5/2012,136,0,81,1,34,N,0,27,52,5,11,22,31,8,32,21,8,12,5,8,11,54,4,31,8,12,11,22,5,17,5,6,22
2013-W14,2013-R1W3,2013,W14,1172,Davidson,R1W3,0,11/5/2012,136,0,59,1,58,N,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17
2013-W15,2013-R1W2,2013,W15,1334,Pacific,R1W2,0,11/5/2012,137,0,78,1,49,N,0,24,52,12,22,18,21,10,31,12,11,7,4,14,18,54,9,26,4,11,10,18,9,14,2,1,16
2013-W16a,2013-W16,2013,W16a,1241,James Madison,W16,1,11/5/2012,135,1,68,0,55,N,0,26,56,8,23,8,12,14,25,17,11,3,10,16,21,59,3,16,10,14,16,19,11,11,7,1,12
2013-W16b,2013-W16,2013,W16b,1254,Long Island,W16,0,11/5/2012,135,0,68,1,55,N,0,26,56,8,23,8,12,14,25,17,11,3,10,16,21,59,3,16,10,14,16,19,11,11,7,1,12
2013-X01,2013-R1X1,2013,X01,1242,Kansas,R1X1,1,11/5/2012,137,1,64,0,57,N,0,20,42,0,6,24,30,4,31,11,17,4,9,15,21,66,3,20,12,18,18,23,8,10,9,0,24
2013-X02,2013-R1X2,2013,X02,1207,Georgetown,R1X2,1,11/5/2012,137,0,78,1,68,N,0,21,49,6,15,30,44,7,32,15,13,5,3,18,24,64,7,27,13,20,11,28,15,14,6,4,33
2013-X03,2013-R1X3,2013,X03,1196,Florida,R1X3,1,11/5/2012,137,1,79,0,47,N,0,29,61,7,21,14,23,16,27,13,8,10,2,12,18,50,3,16,8,11,6,20,9,15,2,3,19
2013-X04,2013-R1X4,2013,X04,1276,Michigan,R1X4,1,11/5/2012,136,1,71,0,56,N,0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10
2013-X05,2013-R1X5,2013,X05,1433,VA Commonwealth,R1X5,1,11/5/2012,136,1,88,0,42,N,0,35,65,8,16,10,14,13,23,15,7,11,0,17,15,43,1,13,11,19,9,20,5,22,2,6,12
2013-X06,2013-R1X6,2013,X06,1417,UCLA,R1X6,1,11/5/2012,137,0,83,1,63,N,0,31,61,9,16,12,19,11,25,19,11,7,3,19,20,63,4,22,19,25,19,23,10,15,5,2,19
2013-X07,2013-R1X7,2013,X07,1361,San Diego St,R1X7,1,11/5/2012,137,1,70,0,55,N,0,24,56,6,15,16,17,11,29,15,11,5,3,11,23,58,5,21,4,8,8,21,10,9,6,2,20
2013-X08,2013-R1X8,2013,X08,1314,North Carolina,R1X8,1,11/5/2012,137,1,78,0,71,N,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2013-X09,2013-R1X8,2013,X09,1437,Villanova,R1X8,0,11/5/2012,137,0,78,1,71,N,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2013-X10,2013-R1X7,2013,X10,1328,Oklahoma,R1X7,0,11/5/2012,137,0,70,1,55,N,0,24,56,6,15,16,17,11,29,15,11,5,3,11,23,58,5,21,4,8,8,21,10,9,6,2,20
2013-X11,2013-R1X6,2013,X11,1278,Minnesota,R1X6,0,11/5/2012,137,1,83,0,63,N,0,31,61,9,16,12,19,11,25,19,11,7,3,19,20,63,4,22,19,25,19,23,10,15,5,2,19
2013-X12,2013-R1X5,2013,X12,1103,Akron,R1X5,0,11/5/2012,136,0,88,1,42,N,0,35,65,8,16,10,14,13,23,15,7,11,0,17,15,43,1,13,11,19,9,20,5,22,2,6,12
2013-X13,2013-R1X4,2013,X13,1355,S Dakota St,R1X4,0,11/5/2012,136,0,71,1,56,N,0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10
2013-X14,2013-R1X3,2013,X14,1322,Northwestern LA,R1X3,0,11/5/2012,137,0,79,1,47,N,0,29,61,7,21,14,23,16,27,13,8,10,2,12,18,50,3,16,8,11,6,20,9,15,2,3,19
2013-X15,2013-R1X2,2013,X15,1195,FL Gulf Coast,R1X2,0,11/5/2012,137,1,78,0,68,N,0,21,49,6,15,30,44,7,32,15,13,5,3,18,24,64,7,27,13,20,11,28,15,14,6,4,33
2013-X16,2013-R1X1,2013,X16,1443,WKU,R1X1,0,11/5/2012,137,0,64,1,57,N,0,20,42,0,6,24,30,4,31,11,17,4,9,15,21,66,3,20,12,18,18,23,8,10,9,0,24
2013-Y01,2013-R1Y1,2013,Y01,1257,Louisville,R1Y1,1,11/5/2012,136,1,79,0,48,N,0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18
2013-Y02,2013-R1Y2,2013,Y02,1181,Duke,R1Y2,1,11/5/2012,137,1,73,0,61,N,0,27,46,4,11,15,21,5,23,17,11,9,3,18,19,52,9,15,14,16,10,16,14,13,7,2,19
2013-Y03,2013-R1Y3,2013,Y03,1277,Michigan St,R1Y3,1,11/5/2012,136,1,65,0,54,N,0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12
2013-Y04,2013-R1Y4,2013,Y04,1387,St Louis,R1Y4,1,11/5/2012,136,1,64,0,44,N,0,25,54,4,11,10,14,10,23,17,10,10,3,15,17,61,2,16,8,13,21,21,10,16,9,7,12
2013-Y05,2013-R1Y5,2013,Y05,1329,Oklahoma St,R1Y5,1,11/5/2012,136,0,68,1,55,N,0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23
2013-Y06,2013-R1Y6,2013,Y06,1272,Memphis,R1Y6,1,11/5/2012,136,1,54,0,52,N,0,20,49,5,15,9,18,10,25,12,15,9,12,18,19,58,3,15,11,14,15,24,9,13,4,0,19
2013-Y07,2013-R1Y7,2013,Y07,1166,Creighton,R1Y7,1,11/5/2012,137,1,67,0,63,N,0,19,42,7,15,22,25,7,25,16,16,2,2,11,27,64,5,20,4,9,14,17,12,9,9,4,21
2013-Y08,2013-R1Y8,2013,Y08,1161,Colorado St,R1Y8,1,11/5/2012,136,1,84,0,72,N,0,25,51,7,14,27,33,12,30,10,14,1,3,17,24,57,7,23,17,19,3,16,13,5,6,3,24
2013-Y09,2013-R1Y8,2013,Y09,1281,Missouri,R1Y8,0,11/5/2012,136,0,84,1,72,N,0,25,51,7,14,27,33,12,30,10,14,1,3,17,24,57,7,23,17,19,3,16,13,5,6,3,24
2013-Y10,2013-R1Y7,2013,Y10,1153,Cincinnati,R1Y7,0,11/5/2012,137,0,67,1,63,N,0,19,42,7,15,22,25,7,25,16,16,2,2,11,27,64,5,20,4,9,14,17,12,9,9,4,21
2013-Y11a,2013-Y11,2013,Y11a,1292,MTSU,Y11,1,11/5/2012,134,0,67,1,54,N,0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20
2013-Y11b,2013-Y11,2013,Y11b,1388,St Mary's CA,Y11,0,11/5/2012,134,1,67,0,54,N,0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20
2013-Y12,2013-R1Y5,2013,Y12,1332,Oregon,R1Y5,0,11/5/2012,136,1,68,0,55,N,0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23
2013-Y13,2013-R1Y4,2013,Y13,1308,New Mexico St,R1Y4,0,11/5/2012,136,0,64,1,44,N,0,25,54,4,11,10,14,10,23,17,10,10,3,15,17,61,2,16,8,13,21,21,10,16,9,7,12
2013-Y14,2013-R1Y3,2013,Y14,1434,Valparaiso,R1Y3,0,11/5/2012,136,0,65,1,54,N,0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12
2013-Y15,2013-R1Y2,2013,Y15,1107,Albany NY,R1Y2,0,11/5/2012,137,0,73,1,61,N,0,27,46,4,11,15,21,5,23,17,11,9,3,18,19,52,9,15,14,16,10,16,14,13,7,2,19
2013-Y16a,2013-Y16,2013,Y16a,1251,Liberty,Y16,1,11/5/2012,134,0,73,1,72,N,0,27,52,8,18,11,19,6,27,10,8,6,4,19,23,54,10,23,16,18,6,24,15,10,4,3,17
2013-Y16b,2013-Y16,2013,Y16b,1299,NC A&T,Y16,0,11/5/2012,134,1,73,0,72,N,0,27,52,8,18,11,19,6,27,10,8,6,4,19,23,54,10,23,16,18,6,24,15,10,4,3,17
2013-Z01,2013-R1Z1,2013,Z01,1211,Gonzaga,R1Z1,1,11/5/2012,136,1,64,0,58,N,0,23,55,8,20,10,15,11,29,14,10,6,0,16,18,46,10,23,12,18,3,24,10,10,4,8,12
2013-Z02,2013-R1Z2,2013,Z02,1326,Ohio St,R1Z2,1,11/5/2012,137,1,95,0,70,N,0,34,71,7,15,20,25,13,31,25,10,8,7,17,23,65,6,28,18,21,14,26,13,19,4,2,18
2013-Z03,2013-R1Z3,2013,Z03,1307,New Mexico,R1Z3,1,11/5/2012,136,0,68,1,62,N,0,22,42,8,18,16,20,3,23,11,13,3,3,20,21,56,3,14,17,24,16,18,8,11,12,1,17
2013-Z04,2013-R1Z4,2013,Z04,1243,Kansas St,R1Z4,1,11/5/2012,137,0,63,1,61,N,0,21,49,7,18,14,16,8,22,12,8,4,5,13,24,57,4,13,9,17,15,21,12,9,6,7,14
2013-Z05,2013-R1Z5,2013,Z05,1458,Wisconsin,R1Z5,1,11/5/2012,137,0,57,1,46,N,0,22,57,3,15,10,16,12,31,8,10,6,6,12,15,59,7,30,9,13,15,25,10,11,7,7,16
2013-Z06,2013-R1Z6,2013,Z06,1112,Arizona,R1Z6,1,11/5/2012,136,1,81,0,64,N,0,29,51,9,17,14,20,12,32,13,16,2,5,21,20,51,8,27,16,23,4,14,7,8,7,0,20
2013-Z07,2013-R1Z7,2013,Z07,1323,Notre Dame,R1Z7,1,11/5/2012,137,0,76,1,58,N,0,29,59,9,21,9,12,5,22,19,6,4,1,13,22,51,4,17,10,13,9,26,9,17,2,2,11
2013-Z08,2013-R1Z8,2013,Z08,1338,Pittsburgh,R1Z8,1,11/5/2012,136,0,73,1,55,N,0,19,49,2,20,33,41,11,26,11,11,10,1,20,19,54,1,17,16,20,11,21,8,15,5,5,27
2013-Z09,2013-R1Z8,2013,Z09,1455,Wichita St,R1Z8,0,11/5/2012,136,1,73,0,55,N,0,19,49,2,20,33,41,11,26,11,11,10,1,20,19,54,1,17,16,20,11,21,8,15,5,5,27
2013-Z10,2013-R1Z7,2013,Z10,1235,Iowa St,R1Z7,0,11/5/2012,137,1,76,0,58,N,0,29,59,9,21,9,12,5,22,19,6,4,1,13,22,51,4,17,10,13,9,26,9,17,2,2,11
2013-Z11,2013-R1Z6,2013,Z11,1125,Belmont,R1Z6,0,11/5/2012,136,0,81,1,64,N,0,29,51,9,17,14,20,12,32,13,16,2,5,21,20,51,8,27,16,23,4,14,7,8,7,0,20
2013-Z12,2013-R1Z5,2013,Z12,1279,Mississippi,R1Z5,0,11/5/2012,137,1,57,0,46,N,0,22,57,3,15,10,16,12,31,8,10,6,6,12,15,59,7,30,9,13,15,25,10,11,7,7,16
2013-Z13a,2013-Z13,2013,Z13a,1129,Boise St,Z13,1,11/5/2012,135,0,80,1,71,N,0,31,49,11,21,7,12,3,19,16,10,4,1,16,26,53,7,18,12,18,11,18,14,10,3,1,13
2013-Z13b,2013-Z13,2013,Z13b,1247,La Salle,Z13,0,11/5/2012,135,1,80,0,71,N,0,31,49,11,21,7,12,3,19,16,10,4,1,16,26,53,7,18,12,18,11,18,14,10,3,1,13
2013-Z14,2013-R1Z3,2013,Z14,1217,Harvard,R1Z3,0,11/5/2012,136,1,68,0,62,N,0,22,42,8,18,16,20,3,23,11,13,3,3,20,21,56,3,14,17,24,16,18,8,11,12,1,17
2013-Z15,2013-R1Z2,2013,Z15,1233,Iona,R1Z2,0,11/5/2012,137,0,95,1,70,N,0,34,71,7,15,20,25,13,31,25,10,8,7,17,23,65,6,28,18,21,14,26,13,19,4,2,18
2013-Z16,2013-R1Z1,2013,Z16,1380,Southern Univ,R1Z1,0,11/5/2012,136,0,64,1,58,N,0,23,55,8,20,10,15,11,29,14,10,6,0,16,18,46,10,23,12,18,3,24,10,10,4,8,12
2014-W01,2014-R1W1,2014,W01,1438,Virginia,R1W1,1,11/4/2013,137,1,70,0,59,N,0,21,40,8,17,20,25,0,28,16,7,4,5,16,21,50,9,19,8,14,5,23,13,8,5,2,19
2014-W02,2014-R1W2,2014,W02,1437,Villanova,R1W2,1,11/4/2013,136,1,73,0,53,N,0,28,62,4,23,13,16,12,34,13,11,8,10,17,18,63,6,24,11,15,13,24,13,12,4,2,14
2014-W03,2014-R1W3,2014,W03,1235,Iowa St,R1W3,1,11/4/2013,137,1,93,0,75,N,0,35,55,9,17,14,16,10,24,21,9,5,5,14,30,65,5,16,10,12,13,11,12,6,3,5,13
2014-W04,2014-R1W4,2014,W04,1277,Michigan St,R1W4,1,11/4/2013,136,1,93,0,78,N,0,30,56,10,19,23,25,10,32,16,14,4,2,27,20,55,8,20,30,39,7,17,7,8,4,1,19
2014-W05,2014-R1W5,2014,W05,1153,Cincinnati,R1W5,1,11/4/2013,136,0,61,1,57,N,0,19,44,6,17,17,28,9,24,9,12,4,3,15,21,57,4,12,11,16,16,18,5,11,6,6,20
2014-W06,2014-R1W6,2014,W06,1314,North Carolina,R1W6,1,11/4/2013,137,1,79,0,77,N,0,33,71,4,15,9,13,21,19,15,9,7,4,19,28,53,4,16,17,21,9,17,12,10,4,8,14
2014-W07,2014-R1W7,2014,W07,1163,Connecticut,R1W7,1,11/4/2013,136,1,89,0,81,N,1,30,66,11,24,18,20,12,22,13,9,6,2,21,27,54,7,21,20,27,9,24,12,14,3,2,22
2014-W08,2014-R1W8,2014,W08,1272,Memphis,R1W8,1,11/4/2013,137,1,71,0,66,N,0,27,55,6,22,11,16,15,21,19,12,8,4,20,25,56,2,12,14,24,16,17,8,10,9,2,16
2014-W09,2014-R1W8,2014,W09,1203,G Washington,R1W8,0,11/4/2013,137,0,71,1,66,N,0,27,55,6,22,11,16,15,21,19,12,8,4,20,25,56,2,12,14,24,16,17,8,10,9,2,16
2014-W10,2014-R1W7,2014,W10,1386,St Joseph's PA,R1W7,0,11/4/2013,136,0,89,1,81,N,1,30,66,11,24,18,20,12,22,13,9,6,2,21,27,54,7,21,20,27,9,24,12,14,3,2,22
2014-W11,2014-R1W6,2014,W11,1344,Providence,R1W6,0,11/4/2013,137,0,79,1,77,N,0,33,71,4,15,9,13,21,19,15,9,7,4,19,28,53,4,16,17,21,9,17,12,10,4,8,14
2014-W12,2014-R1W5,2014,W12,1217,Harvard,R1W5,0,11/4/2013,136,1,61,0,57,N,0,19,44,6,17,17,28,9,24,9,12,4,3,15,21,57,4,12,11,16,16,18,5,11,6,6,20
2014-W13,2014-R1W4,2014,W13,1174,Delaware,R1W4,0,11/4/2013,136,0,93,1,78,N,0,30,56,10,19,23,25,10,32,16,14,4,2,27,20,55,8,20,30,39,7,17,7,8,4,1,19
2014-W14,2014-R1W3,2014,W14,1300,NC Central,R1W3,0,11/4/2013,137,0,93,1,75,N,0,35,55,9,17,14,16,10,24,21,9,5,5,14,30,65,5,16,10,12,13,11,12,6,3,5,13
2014-W15,2014-R1W2,2014,W15,1454,WI Milwaukee,R1W2,0,11/4/2013,136,0,73,1,53,N,0,28,62,4,23,13,16,12,34,13,11,8,10,17,18,63,6,24,11,15,13,24,13,12,4,2,14
2014-W16,2014-R1W1,2014,W16,1157,Coastal Car,R1W1,0,11/4/2013,137,0,70,1,59,N,0,21,40,8,17,20,25,0,28,16,7,4,5,16,21,50,9,19,8,14,5,23,13,8,5,2,19
2014-X01,2014-R1X1,2014,X01,1196,Florida,R1X1,1,11/4/2013,136,1,67,0,55,N,0,25,49,3,12,14,18,5,25,11,10,7,5,14,20,51,4,13,11,14,6,21,10,10,4,2,15
2014-X02,2014-R1X2,2014,X02,1242,Kansas,R1X2,1,11/4/2013,137,1,80,0,69,N,0,32,53,0,7,16,24,14,29,17,14,2,7,14,22,57,12,31,13,16,8,11,14,7,8,1,21
2014-X03,2014-R1X3,2014,X03,1393,Syracuse,R1X3,1,11/4/2013,136,1,77,0,53,N,0,28,57,7,17,14,17,13,28,16,12,8,6,21,17,49,4,18,15,20,8,17,12,13,4,1,16
2014-X04,2014-R1X4,2014,X04,1417,UCLA,R1X4,1,11/4/2013,137,1,76,0,59,N,0,29,63,5,16,13,15,13,23,17,10,11,5,13,21,57,7,19,10,14,12,21,14,16,2,2,18
2014-X05,2014-R1X5,2014,X05,1433,VA Commonwealth,R1X5,1,11/4/2013,137,0,77,1,75,N,1,27,51,6,16,17,23,10,25,16,17,6,2,16,30,65,8,21,7,11,11,18,13,11,11,5,21
