Unique ID,Season,Team,games_won,games_lost,total_wscore,total_lscore,win_score_diff,lose_score_diff,avg_win_score_diff,avg_lose_score_diff,seed,seed_number,ncaa_champ,final_four
1210-2003,2003,1210,14,14,1153,921,251,126,17.92857143,9,0,0,0,0
1210-2004,2004,1210,23,9,1823,675,421,76,18.30434783,8.444444444,Z03,03,0,1
1210-2005,2005,1210,19,11,1492,745,336,88,17.68421053,8,W05,05,0,0
1210-2006,2006,1210,11,17,839,1173,156,163,14.18181818,9.588235294,0,0,0,0
1210-2007,2007,1210,20,11,1650,802,396,99,19.8,9,Y10,10,0,0
1210-2008,2008,1210,15,17,1255,1227,172,122,11.46666667,7.176470588,0,0,0,0
1210-2009,2009,1210,12,19,930,1278,168,176,14,9.263157895,0,0,0,0
1210-2010,2010,1210,21,12,1578,815,294,82,14,6.833333333,Y10,10,0,0
1210-2011,2011,1210,13,18,933,1169,222,199,17.07692308,11.05555556,0,0,0,0
1210-2012,2012,1210,11,20,770,1096,159,233,14.45454545,11.65,0,0,0,0
1210-2013,2013,1210,16,15,1098,895,230,170,14.375,11.33333333,0,0,0,0
1210-2014,2014,1210,16,17,1173,1027,179,183,11.1875,10.76470588,0,0,0,0
1210-2015,2015,1210,12,19,823,1139,118,158,9.833333333,8.315789474,0,0,0,0
1210-2016,2016,1210,19,14,1509,908,186,114,9.789473684,8.142857143,0,0,0,0
1211-2003,2003,1211,23,8,1805,584,326,51,14.17391304,6.375,Z09,09,0,0
1211-2004,2004,1211,27,2,2242,146,490,14,18.14814815,7,Z02,02,0,0
1211-2005,2005,1211,25,4,2027,284,317,30,12.68,7.5,W03,03,0,0
1211-2006,2006,1211,27,3,2173,230,246,17,9.111111111,5.666666667,X03,03,0,0
1211-2007,2007,1211,23,10,1889,722,388,90,16.86956522,9,Z10,10,0,0
1211-2008,2008,1211,25,7,1978,470,471,47,18.84,6.714285714,X07,07,0,0
1211-2009,2009,1211,25,5,2032,332,553,36,22.12,7.2,X04,04,0,0
1211-2010,2010,1211,25,6,2011,392,371,72,14.84,12,Z08,08,0,0
1211-2011,2011,1211,23,9,1798,630,425,83,18.47826087,9.222222222,Y11,11,0,0
1211-2012,2012,1211,25,6,1877,416,384,50,15.36,8.333333333,W07,07,0,0
1211-2013,2013,1211,30,2,2321,137,566,12,18.86666667,6,Z01,01,0,0
1211-2014,2014,1211,27,6,2103,399,413,41,15.2962963,6.833333333,Z08,08,0,0
1211-2015,2015,1211,31,2,2448,133,571,6,18.41935484,3,X02,02,0,0
1211-2016,2016,1211,25,7,2101,443,437,29,17.48,4.142857143,X11,11,0,0
1212-2003,2003,1212,10,18,817,1174,89,357,8.9,19.83333333,0,0,0,0
1212-2004,2004,1212,9,18,705,1110,129,295,14.33333333,16.38888889,0,0,0,0
1212-2005,2005,1212,12,12,850,743,86,191,7.166666667,15.91666667,0,0,0,0
1212-2006,2006,1212,12,13,852,811,52,148,4.333333333,11.38461538,0,0,0,0
1212-2007,2007,1212,10,14,750,782,91,252,9.1,18,0,0,0,0
1212-2008,2008,1212,7,17,518,1048,60,326,8.571428571,19.17647059,0,0,0,0
1212-2009,2009,1212,5,23,371,1297,31,394,6.2,17.13043478,0,0,0,0
1212-2010,2010,1212,6,21,412,1297,40,318,6.666666667,15.14285714,0,0,0,0
1212-2011,2011,1212,12,21,822,1176,88,352,7.333333333,16.76190476,0,0,0,0
1212-2012,2012,1212,4,24,267,1246,14,502,3.5,20.91666667,0,0,0,0
1212-2013,2013,1212,0,28,0,1391,0,747,0,26.67857143,0,0,0,0
1212-2014,2014,1212,4,23,334,1432,28,448,7,19.47826087,0,0,0,0
1212-2015,2015,1212,0,27,0,1380,0,612,0,22.66666667,0,0,0,0
1212-2016,2016,1212,4,24,296,1365,16,328,4,13.66666667,0,0,0,0
1213-2014,2014,1213,12,14,928,904,81,157,6.75,11.21428571,0,0,0,0
1213-2015,2015,1213,15,14,1081,886,139,169,9.266666667,12.07142857,0,0,0,0
1213-2016,2016,1213,23,6,1798,400,311,98,13.52173913,16.33333333,0,0,0,0
1214-2003,2003,1214,19,11,1414,730,187,107,9.842105263,9.727272727,0,0,0,0
1214-2004,2004,1214,13,17,990,1067,146,197,11.23076923,11.58823529,0,0,0,0
1214-2005,2005,1214,17,13,1214,759,229,176,13.47058824,13.53846154,0,0,0,0
1214-2006,2006,1214,16,15,1180,891,241,148,15.0625,9.866666667,Y16a,16,0,0
1214-2007,2007,1214,15,16,1088,1025,147,162,9.8,10.125,0,0,0,0
1214-2008,2008,1214,18,12,1216,739,175,99,9.722222222,8.25,0,0,0,0
1214-2009,2009,1214,15,16,876,906,126,185,8.4,11.5625,0,0,0,0
1214-2010,2010,1214,14,18,1012,1090,199,147,14.21428571,8.166666667,0,0,0,0
1214-2011,2011,1214,23,8,1584,490,203,47,8.826086957,5.875,X16,16,0,0
1214-2012,2012,1214,12,21,849,1285,115,186,9.583333333,8.857142857,0,0,0,0
1214-2013,2013,1214,14,17,935,1001,72,119,5.142857143,7,0,0,0,0
1214-2014,2014,1214,18,12,1405,792,204,115,11.33333333,9.583333333,0,0,0,0
1214-2015,2015,1214,16,17,1176,1040,175,203,10.9375,11.94117647,Y16a,16,0,0
1214-2016,2016,1214,20,10,1576,673,201,174,10.05,17.4,X16,16,0,0
1216-2003,2003,1216,15,13,1047,759,135,134,9,10.30769231,0,0,0,0
1216-2004,2004,1216,11,17,783,958,106,274,9.636363636,16.11764706,0,0,0,0
1216-2005,2005,1216,8,20,559,1106,88,377,11,18.85,0,0,0,0
1216-2006,2006,1216,12,15,871,938,85,102,7.083333333,6.8,0,0,0,0
1216-2007,2007,1216,13,18,811,1114,86,190,6.615384615,10.55555556,0,0,0,0
1216-2008,2008,1216,18,16,1266,1141,127,245,7.055555556,15.3125,0,0,0,0
1216-2009,2009,1216,7,26,502,1496,64,382,9.142857143,14.69230769,0,0,0,0
1216-2010,2010,1216,8,22,545,1323,66,298,8.25,13.54545455,0,0,0,0
1216-2011,2011,1216,11,20,720,1137,89,228,8.090909091,11.4,0,0,0,0
1216-2012,2012,1216,9,22,584,1276,92,316,10.22222222,14.36363636,0,0,0,0
1216-2013,2013,1216,17,13,1080,729,128,154,7.529411765,11.84615385,0,0,0,0
1216-2014,2014,1216,17,16,1229,933,200,215,11.76470588,13.4375,0,0,0,0
1216-2015,2015,1216,13,16,834,941,70,169,5.384615385,10.5625,0,0,0,0
1216-2016,2016,1216,9,23,728,1539,78,353,8.666666667,15.34782609,0,0,0,0
1217-2003,2003,1217,11,15,806,1030,87,143,7.909090909,9.533333333,0,0,0,0
1217-2004,2004,1217,4,23,277,1471,26,345,6.5,15,0,0,0,0
1217-2005,2005,1217,12,15,927,886,116,177,9.666666667,11.8,0,0,0,0
1217-2006,2006,1217,13,14,926,881,151,188,11.61538462,13.42857143,0,0,0,0
1217-2007,2007,1217,12,16,929,1096,73,216,6.083333333,13.5,0,0,0,0
1217-2008,2008,1217,8,22,637,1419,127,304,15.875,13.81818182,0,0,0,0
1217-2009,2009,1217,13,14,918,878,94,135,7.230769231,9.642857143,0,0,0,0
1217-2010,2010,1217,20,7,1566,420,288,76,14.4,10.85714286,0,0,0,0
1217-2011,2011,1217,21,6,1578,359,238,51,11.33333333,8.5,0,0,0,0
1217-2012,2012,1217,25,4,1664,223,320,29,12.8,7.25,W12,12,0,0
1217-2013,2013,1217,18,9,1307,554,198,71,11,7.888888889,Z14,14,0,0
1217-2014,2014,1217,25,4,1892,238,387,35,15.48,8.75,W12,12,0,0
1217-2015,2015,1217,20,7,1355,349,228,94,11.4,13.42857143,Z13,13,0,0
1217-2016,2016,1217,12,16,895,974,134,154,11.16666667,9.625,0,0,0,0
1218-2003,2003,1218,18,11,1373,652,186,97,10.33333333,8.818181818,0,0,0,0
1218-2004,2004,1218,18,11,1340,688,199,85,11.05555556,7.727272727,0,0,0,0
1218-2005,2005,1218,16,13,1123,867,144,80,9,6.153846154,0,0,0,0
1218-2006,2006,1218,17,11,1239,654,156,66,9.176470588,6,0,0,0,0
1218-2007,2007,1218,18,13,1401,844,263,80,14.61111111,6.153846154,0,0,0,0
1218-2008,2008,1218,11,19,817,1294,129,216,11.72727273,11.36842105,0,0,0,0
1218-2009,2009,1218,13,17,904,1017,140,175,10.76923077,10.29411765,0,0,0,0
1218-2010,2010,1218,9,20,700,1274,120,272,13.33333333,13.6,0,0,0,0
1218-2011,2011,1218,17,12,1235,759,181,147,10.64705882,12.25,0,0,0,0
1218-2012,2012,1218,14,16,1099,1096,118,186,8.428571429,11.625,0,0,0,0
1218-2013,2013,1218,16,14,1238,929,184,160,11.5,11.42857143,0,0,0,0
1218-2014,2014,1218,18,11,1474,797,219,71,12.16666667,6.454545455,0,0,0,0
1218-2015,2015,1218,20,13,1502,866,228,113,11.4,8.692307692,0,0,0,0
1218-2016,2016,1218,25,5,1952,362,357,33,14.28,6.6,Y13,13,0,0
1219-2003,2003,1219,7,20,532,1318,55,227,7.857142857,11.35,0,0,0,0
1219-2004,2004,1219,17,11,1286,682,198,199,11.64705882,18.09090909,0,0,0,0
1219-2005,2005,1219,11,17,903,1145,170,154,15.45454545,9.058823529,0,0,0,0
1219-2006,2006,1219,14,13,1112,862,169,186,12.07142857,14.30769231,0,0,0,0
1219-2007,2007,1219,18,10,1401,655,211,120,11.72222222,12,0,0,0,0
1219-2008,2008,1219,13,14,968,854,173,116,13.30769231,8.285714286,0,0,0,0
1219-2009,2009,1219,6,21,384,1284,41,230,6.833333333,10.95238095,0,0,0,0
1219-2010,2010,1219,13,15,935,1030,108,200,8.307692308,13.33333333,0,0,0,0
1219-2011,2011,1219,10,19,722,1152,46,288,4.6,15.15789474,0,0,0,0
1219-2012,2012,1219,11,18,822,1197,113,165,10.27272727,9.166666667,0,0,0,0
1219-2013,2013,1219,15,13,1154,804,185,101,12.33333333,7.769230769,0,0,0,0
1219-2014,2014,1219,14,14,1032,911,109,189,7.785714286,13.5,0,0,0,0
1219-2015,2015,1219,19,9,1413,580,175,116,9.210526316,12.88888889,0,0,0,0
1219-2016,2016,1219,18,10,1420,687,188,58,10.44444444,5.8,0,0,0,0
1220-2003,2003,1220,8,21,563,1296,75,264,9.375,12.57142857,0,0,0,0
1220-2004,2004,1220,14,15,1043,1007,131,144,9.357142857,9.6,0,0,0,0
1220-2005,2005,1220,21,8,1571,542,260,76,12.38095238,9.5,0,0,0,0
1220-2006,2006,1220,24,6,1791,413,267,81,11.125,13.5,0,0,0,0
1220-2007,2007,1220,21,9,1523,670,182,73,8.666666667,8.111111111,0,0,0,0
1220-2008,2008,1220,12,18,846,1143,98,186,8.166666667,10.33333333,0,0,0,0
1220-2009,2009,1220,20,11,1406,654,138,154,6.9,14,0,0,0,0
1220-2010,2010,1220,18,14,1371,866,233,164,12.94444444,11.71428571,0,0,0,0
1220-2011,2011,1220,20,11,1488,675,176,174,8.8,15.81818182,0,0,0,0
1220-2012,2012,1220,10,22,781,1310,151,211,15.1,9.590909091,0,0,0,0
1220-2013,2013,1220,6,25,426,1373,39,313,6.5,12.52,0,0,0,0
1220-2014,2014,1220,10,23,750,1510,95,249,9.5,10.82608696,0,0,0,0
1220-2015,2015,1220,20,13,1621,966,388,104,19.4,8,0,0,0,0
1220-2016,2016,1220,23,9,1841,664,197,55,8.565217391,6.111111111,0,0,0,0
1221-2003,2003,1221,25,4,1776,235,377,54,15.08,13.5,Y14,14,0,0
1221-2004,2004,1221,13,14,895,801,234,101,18,7.214285714,0,0,0,0
1221-2005,2005,1221,24,6,1674,328,373,47,15.54166667,7.833333333,0,0,0,0
1221-2006,2006,1221,20,12,1457,667,337,148,16.85,12.33333333,0,0,0,0
1221-2007,2007,1221,25,8,1674,446,294,67,11.76,8.375,Z13,13,0,0
1221-2008,2008,1221,15,14,984,797,156,129,10.4,9.214285714,0,0,0,0
1221-2009,2009,1221,18,14,1236,831,207,132,11.5,9.428571429,0,0,0,0
1221-2010,2010,1221,9,22,658,1489,124,200,13.77777778,9.090909091,0,0,0,0
1221-2011,2011,1221,8,21,607,1342,94,147,11.75,7,0,0,0,0
1221-2012,2012,1221,15,14,1079,807,153,205,10.2,14.64285714,0,0,0,0
1221-2013,2013,1221,12,18,819,1015,108,203,9,11.27777778,0,0,0,0
1221-2014,2014,1221,19,13,1328,815,195,135,10.26315789,10.38461538,0,0,0,0
1221-2015,2015,1221,13,16,906,974,110,180,8.461538462,11.25,0,0,0,0
1221-2016,2016,1221,14,19,988,1168,114,257,8.142857143,13.52631579,Z16a,16,0,0
1222-2003,2003,1222,8,20,505,1126,53,276,6.625,13.8,0,0,0,0
1222-2004,2004,1222,9,18,577,1015,70,223,7.777777778,12.38888889,0,0,0,0
1222-2005,2005,1222,18,13,1326,831,223,184,12.38888889,14.15384615,0,0,0,0
1222-2006,2006,1222,19,9,1406,572,216,64,11.36842105,7.111111111,0,0,0,0
1222-2007,2007,1222,18,15,1394,1021,238,151,13.22222222,10.06666667,0,0,0,0
1222-2008,2008,1222,22,9,1733,708,324,54,14.72727273,6,0,0,0,0
1222-2009,2009,1222,21,11,1712,744,352,106,16.76190476,9.636363636,0,0,0,0
1222-2010,2010,1222,18,15,1491,1110,225,102,12.5,6.8,Y13,13,0,0
1222-2011,2011,1222,10,18,732,1163,68,159,6.8,8.833333333,0,0,0,0
1222-2012,2012,1222,14,15,1114,948,165,170,11.78571429,11.33333333,0,0,0,0
1222-2013,2013,1222,18,12,1456,859,226,112,12.55555556,9.333333333,0,0,0,0
1222-2014,2014,1222,17,16,1316,1029,192,256,11.29411765,16,0,0,0,0
1222-2015,2015,1222,13,19,944,1116,150,187,11.53846154,9.842105263,0,0,0,0
1222-2016,2016,1222,22,9,1839,575,354,75,16.09090909,8.333333333,0,0,0,0
1223-2008,2008,1223,1,9,63,637,7,185,7,20.55555556,0,0,0,0
1223-2009,2009,1223,4,25,275,1699,52,475,13,19,0,0,0,0
1223-2010,2010,1223,12,21,921,1426,106,363,8.833333333,17.28571429,0,0,0,0
1223-2011,2011,1223,5,24,408,1601,24,305,4.8,12.70833333,0,0,0,0
1223-2012,2012,1223,7,20,532,1348,40,309,5.714285714,15.45,0,0,0,0
1223-2013,2013,1223,11,17,741,965,89,289,8.090909091,17,0,0,0,0
1223-2014,2014,1223,4,25,344,1565,21,369,5.25,14.76,0,0,0,0
1223-2015,2015,1223,8,16,595,1059,69,250,8.625,15.625,0,0,0,0
1223-2016,2016,1223,13,16,1017,1100,117,267,9,16.6875,0,0,0,0
1224-2003,2003,1224,13,17,1038,1158,167,156,12.84615385,9.176470588,0,0,0,0
1224-2004,2004,1224,6,22,394,1289,42,201,7,9.136363636,0,0,0,0
1224-2005,2005,1224,5,23,408,1384,46,319,9.2,13.86956522,0,0,0,0
1224-2006,2006,1224,7,22,519,1364,79,245,11.28571429,11.13636364,0,0,0,0
1224-2007,2007,1224,9,22,704,1305,40,263,4.444444444,11.95454545,0,0,0,0
1224-2008,2008,1224,6,26,417,1400,44,495,7.333333333,19.03846154,0,0,0,0
1224-2009,2009,1224,8,23,553,1347,62,348,7.75,15.13043478,0,0,0,0
1224-2010,2010,1224,7,25,477,1391,38,421,5.428571429,16.84,0,0,0,0
1224-2011,2011,1224,6,24,394,1359,34,379,5.666666667,15.79166667,0,0,0,0
1224-2012,2012,1224,9,21,608,1190,44,357,4.888888889,17,0,0,0,0
1224-2013,2013,1224,6,23,354,1133,57,320,9.5,13.91304348,0,0,0,0
1224-2014,2014,1224,6,25,397,1471,58,416,9.666666667,16.64,0,0,0,0
1224-2015,2015,1224,13,16,837,920,114,173,8.769230769,10.8125,0,0,0,0
1224-2016,2016,1224,10,20,766,1341,67,250,6.7,12.5,0,0,0,0
1225-2003,2003,1225,12,15,793,878,80,125,6.666666667,8.333333333,0,0,0,0
1225-2004,2004,1225,13,16,856,969,118,154,9.076923077,9.625,0,0,0,0
1225-2005,2005,1225,7,21,458,1240,54,205,7.714285714,9.761904762,0,0,0,0
1225-2006,2006,1225,3,25,223,1452,31,387,10.33333333,15.48,0,0,0,0
1225-2007,2007,1225,4,27,272,1635,15,415,3.75,15.37037037,0,0,0,0
1225-2008,2008,1225,7,21,530,1239,64,320,9.142857143,15.23809524,0,0,0,0
1225-2009,2009,1225,15,15,1078,879,177,182,11.8,12.13333333,0,0,0,0
1225-2010,2010,1225,13,16,1007,1046,161,167,12.38461538,10.4375,0,0,0,0
1225-2011,2011,1225,17,13,1192,821,179,145,10.52941176,11.15384615,0,0,0,0
1225-2012,2012,1225,16,13,1176,823,148,94,9.25,7.230769231,0,0,0,0
1225-2013,2013,1225,11,18,819,1140,74,147,6.727272727,8.166666667,0,0,0,0
1225-2014,2014,1225,15,18,1164,1219,73,162,4.866666667,9,0,0,0,0
1225-2015,2015,1225,11,17,892,1246,91,118,8.272727273,6.941176471,0,0,0,0
1225-2016,2016,1225,19,12,1343,752,133,110,7,9.166666667,0,0,0,0
1226-2003,2003,1226,13,14,974,932,94,110,7.230769231,7.857142857,0,0,0,0
1226-2004,2004,1226,11,18,834,1230,66,282,6,15.66666667,0,0,0,0
1226-2005,2005,1226,7,18,521,1059,59,264,8.428571429,14.66666667,0,0,0,0
1226-2006,2006,1226,11,14,877,1040,96,130,8.727272727,9.285714286,0,0,0,0
1226-2007,2007,1226,12,17,876,1061,165,179,13.75,10.52941176,0,0,0,0
1226-2008,2008,1226,10,19,662,1047,64,350,6.4,18.42105263,0,0,0,0
1226-2009,2009,1226,12,19,824,1190,131,236,10.91666667,12.42105263,0,0,0,0
1226-2010,2010,1226,5,22,376,1411,21,295,4.2,13.40909091,0,0,0,0
1226-2011,2011,1226,7,20,531,1200,47,287,6.714285714,14.35,0,0,0,0
1226-2012,2012,1226,8,21,608,1278,46,286,5.75,13.61904762,0,0,0,0
1226-2013,2013,1226,5,24,359,1281,62,298,12.4,12.41666667,0,0,0,0
1226-2014,2014,1226,9,18,698,1180,74,120,8.222222222,6.666666667,0,0,0,0
1226-2015,2015,1226,5,23,364,1418,45,215,9,9.347826087,0,0,0,0
1226-2016,2016,1226,14,15,1110,1001,149,236,10.64285714,15.73333333,0,0,0,0
1227-2003,2003,1227,21,8,1668,520,271,82,12.9047619,10.25,0,0,0,0
1227-2004,2004,1227,24,7,1754,416,289,57,12.04166667,8.142857143,Z13,13,0,0
1227-2005,2005,1227,13,13,930,873,136,135,10.46153846,10.38461538,0,0,0,0
1227-2006,2006,1227,16,14,1170,887,122,161,7.625,11.5,0,0,0,0
1227-2007,2007,1227,13,18,976,1173,141,189,10.84615385,10.5,0,0,0,0
1227-2008,2008,1227,17,15,1277,888,214,137,12.58823529,9.133333333,0,0,0,0
1227-2009,2009,1227,15,15,1092,915,154,125,10.26666667,8.333333333,0,0,0,0
1227-2010,2010,1227,7,22,492,1312,55,302,7.857142857,13.72727273,0,0,0,0
1227-2011,2011,1227,6,24,397,1452,40,289,6.666666667,12.04166667,0,0,0,0
1227-2012,2012,1227,7,21,458,1248,31,251,4.428571429,11.95238095,0,0,0,0
1227-2013,2013,1227,16,15,1040,884,161,196,10.0625,13.06666667,0,0,0,0
1227-2014,2014,1227,4,25,323,1573,50,276,12.5,11.04,0,0,0,0
1227-2015,2015,1227,8,24,570,1465,55,295,6.875,12.29166667,0,0,0,0
1227-2016,2016,1227,3,25,215,1617,9,393,3,15.72,0,0,0,0
1228-2003,2003,1228,24,6,1877,386,452,31,18.83333333,5.166666667,Z04,04,0,0
1228-2004,2004,1228,24,6,1821,355,369,77,15.375,12.83333333,W05,05,0,0
1228-2005,2005,1228,32,1,2491,64,572,1,17.875,1,X01,01,0,1
1228-2006,2006,1228,25,6,1823,346,415,47,16.6,7.833333333,Z04,04,0,0
1228-2007,2007,1228,23,11,1568,625,355,105,15.43478261,9.545454545,Z12,12,0,0
1228-2008,2008,1228,16,19,1102,1125,231,143,14.4375,7.526315789,0,0,0,0
1228-2009,2009,1228,24,9,1633,499,342,78,14.25,8.666666667,X05,05,0,0
1228-2010,2010,1228,19,14,1399,926,234,114,12.31578947,8.142857143,0,0,0,0
1228-2011,2011,1228,19,13,1452,829,282,88,14.84210526,6.769230769,Z09,09,0,0
1228-2012,2012,1228,17,15,1163,935,187,144,11,9.6,0,0,0,0
1228-2013,2013,1228,21,12,1524,741,251,145,11.95238095,12.08333333,W07,07,0,0
1228-2014,2014,1228,19,14,1321,812,220,151,11.57894737,10.78571429,0,0,0,0
1228-2015,2015,1228,19,13,1444,779,337,135,17.73684211,10.38461538,0,0,0,0
1228-2016,2016,1228,15,19,1214,1238,152,242,10.13333333,12.73684211,0,0,0,0
1229-2003,2003,1229,8,21,564,1309,91,253,11.375,12.04761905,0,0,0,0
1229-2004,2004,1229,9,19,644,1094,106,210,11.77777778,11.05263158,0,0,0,0
1229-2005,2005,1229,16,13,1173,748,156,149,9.75,11.46153846,0,0,0,0
1229-2006,2006,1229,8,19,501,999,106,210,13.25,11.05263158,0,0,0,0
1229-2007,2007,1229,14,16,1022,961,194,161,13.85714286,10.0625,0,0,0,0
1229-2008,2008,1229,23,9,1528,579,260,80,11.30434783,8.888888889,0,0,0,0
1229-2009,2009,1229,24,9,1777,558,307,44,12.79166667,4.888888889,0,0,0,0
1229-2010,2010,1229,22,10,1622,619,270,81,12.27272727,8.1,0,0,0,0
1229-2011,2011,1229,12,19,808,1085,94,178,7.833333333,9.368421053,0,0,0,0
1229-2012,2012,1229,20,13,1405,850,269,139,13.45,10.69230769,0,0,0,0
1229-2013,2013,1229,18,15,1457,1003,314,119,17.44444444,7.933333333,0,0,0,0
1229-2014,2014,1229,15,15,1093,967,163,191,10.86666667,12.73333333,0,0,0,0
1229-2015,2015,1229,20,12,1403,765,238,77,11.9,6.416666667,0,0,0,0
1229-2016,2016,1229,17,14,1174,902,175,150,10.29411765,10.71428571,0,0,0,0
1230-2014,2014,1230,9,6,704,448,88,54,9.777777778,9,0,0,0,0
1230-2015,2015,1230,14,10,1117,740,136,113,9.714285714,11.3,0,0,0,0
1230-2016,2016,1230,14,11,1085,696,120,195,8.571428571,17.72727273,0,0,0,0
1231-2003,2003,1231,20,12,1509,748,251,138,12.55,11.5,Y07,07,0,0
1231-2004,2004,1231,14,15,1004,877,123,203,8.785714286,13.53333333,0,0,0,0
1231-2005,2005,1231,15,13,1049,741,138,126,9.2,9.692307692,0,0,0,0
1231-2006,2006,1231,18,11,1377,687,257,104,14.27777778,9.454545455,X06,06,0,0
1231-2007,2007,1231,20,10,1547,580,324,62,16.2,6.2,Z07,07,0,0
1231-2008,2008,1231,25,7,1965,439,403,69,16.12,9.857142857,W08,08,0,0
1231-2009,2009,1231,5,25,349,1432,54,384,10.8,15.36,0,0,0,0
1231-2010,2010,1231,10,21,794,1259,153,315,15.3,15,0,0,0,0
1231-2011,2011,1231,12,20,926,1300,254,210,21.16666667,10.5,0,0,0,0
1231-2012,2012,1231,25,8,2036,514,462,75,18.48,9.375,Y04,04,0,0
1231-2013,2013,1231,27,6,2236,404,613,34,22.7037037,5.666666667,W01,01,0,0
1231-2014,2014,1231,17,15,1385,927,272,122,16,8.133333333,0,0,0,0
1231-2015,2015,1231,20,13,1647,910,323,123,16.15,9.461538462,Y10,10,0,0
1231-2016,2016,1231,25,7,2132,501,485,57,19.4,8.142857143,W05,05,0,0
1232-2003,2003,1232,7,24,477,1272,73,362,10.42857143,15.08333333,0,0,0,0
1232-2004,2004,1232,9,19,634,989,110,216,12.22222222,11.36842105,0,0,0,0
1232-2005,2005,1232,11,20,764,1126,89,208,8.090909091,10.4,0,0,0,0
1232-2006,2006,1232,12,16,824,956,79,226,6.583333333,14.125,0,0,0,0
1232-2007,2007,1232,12,18,840,1002,92,232,7.666666667,12.88888889,0,0,0,0
1232-2008,2008,1232,14,16,986,955,151,230,10.78571429,14.375,0,0,0,0
1232-2009,2009,1232,10,21,726,1227,64,232,6.4,11.04761905,0,0,0,0
1232-2010,2010,1232,16,14,1097,874,114,145,7.125,10.35714286,0,0,0,0
1232-2011,2011,1232,19,13,1280,827,179,145,9.421052632,11.15384615,W14,14,0,0
1232-2012,2012,1232,17,14,1160,832,143,168,8.411764706,12,0,0,0,0
1232-2013,2013,1232,17,14,1164,873,138,140,8.117647059,10,0,0,0,0
1232-2014,2014,1232,21,10,1516,652,197,110,9.380952381,11,0,0,0,0
1232-2015,2015,1232,14,16,989,993,134,185,9.571428571,11.5625,0,0,0,0
1232-2016,2016,1232,14,17,1014,1081,156,223,11.14285714,13.11764706,0,0,0,0
1233-2003,2003,1233,17,12,1360,814,186,85,10.94117647,7.083333333,0,0,0,0
1233-2004,2004,1233,11,18,825,1253,136,229,12.36363636,12.72222222,0,0,0,0
1233-2005,2005,1233,15,16,1191,1030,147,137,9.8,8.5625,0,0,0,0
1233-2006,2006,1233,23,7,1914,497,312,59,13.56521739,8.428571429,W13,13,0,0
1233-2007,2007,1233,2,28,121,1637,14,352,7,12.57142857,0,0,0,0
1233-2008,2008,1233,12,20,847,1252,118,228,9.833333333,11.4,0,0,0,0
1233-2009,2009,1233,12,19,843,1087,115,142,9.583333333,7.473684211,0,0,0,0
1233-2010,2010,1233,21,10,1440,610,237,108,11.28571429,10.8,0,0,0,0
1233-2011,2011,1233,22,11,1827,780,370,46,16.81818182,4.181818182,0,0,0,0
1233-2012,2012,1233,25,7,2146,518,392,50,15.68,7.142857143,Z14b,14,0,0
1233-2013,2013,1233,20,13,1659,1004,219,56,10.95,4.307692308,Z15,15,0,0
1233-2014,2014,1233,22,10,1912,760,290,89,13.18181818,8.9,0,0,0,0
1233-2015,2015,1233,26,8,2102,605,296,65,11.38461538,8.125,0,0,0,0
1233-2016,2016,1233,22,10,1775,772,289,99,13.13636364,9.9,X13,13,0,0
1234-2003,2003,1234,15,13,1071,876,207,128,13.8,9.846153846,0,0,0,0
1234-2004,2004,1234,16,12,1209,793,189,115,11.8125,9.583333333,0,0,0,0
1234-2005,2005,1234,21,11,1603,740,270,72,12.85714286,6.545454545,Y10,10,0,0
1234-2006,2006,1234,25,8,1734,457,349,97,13.96,12.125,W03,03,0,0
1234-2007,2007,1234,17,14,1277,844,258,172,15.17647059,12.28571429,0,0,0,0
1234-2008,2008,1234,13,19,768,1026,125,188,9.615384615,9.894736842,0,0,0,0
1234-2009,2009,1234,15,17,1013,914,200,181,13.33333333,10.64705882,0,0,0,0
1234-2010,2010,1234,10,22,717,1220,130,305,13,13.86363636,0,0,0,0
1234-2011,2011,1234,11,20,785,1299,189,215,17.18181818,10.75,0,0,0,0
1234-2012,2012,1234,17,16,1326,1048,254,234,14.94117647,14.625,0,0,0,0
1234-2013,2013,1234,21,12,1559,763,349,102,16.61904762,8.5,0,0,0,0
1234-2014,2014,1234,20,12,1733,891,446,65,22.3,5.416666667,Y11a,11,0,0
1234-2015,2015,1234,21,11,1567,654,365,124,17.38095238,11.27272727,X07,07,0,0
1234-2016,2016,1234,21,10,1712,709,337,46,16.04761905,4.6,Y07,07,0,0
1235-2003,2003,1235,15,13,1168,803,280,177,18.66666667,13.61538462,0,0,0,0
1235-2004,2004,1235,16,12,1260,810,181,160,11.3125,13.33333333,0,0,0,0
1235-2005,2005,1235,18,11,1294,689,223,100,12.38888889,9.090909091,Z09,09,0,0
1235-2006,2006,1235,15,14,1198,1021,183,121,12.2,8.642857143,0,0,0,0
1235-2007,2007,1235,14,16,932,950,129,213,9.214285714,13.3125,0,0,0,0
1235-2008,2008,1235,13,18,904,1067,162,240,12.46153846,13.33333333,0,0,0,0
1235-2009,2009,1235,15,17,1061,1017,192,214,12.8,12.58823529,0,0,0,0
1235-2010,2010,1235,15,17,1184,1139,225,156,15,9.176470588,0,0,0,0
1235-2011,2011,1235,16,16,1288,1107,308,170,19.25,10.625,0,0,0,0
1235-2012,2012,1235,22,10,1684,658,285,78,12.95454545,7.8,Y08,08,0,0
